observation_date,DEXSDUS
2008-01-15,6.3341
2008-01-16,6.4398
2008-01-17,6.4161
2008-01-18,6.4475
2008-01-21,
2008-01-22,6.5015
2008-01-23,6.5289
2008-01-24,6.4207
2008-01-25,6.4562
2008-01-28,6.3968
2008-01-29,6.3960
2008-01-30,6.3714
2008-01-31,6.3758
2008-02-01,6.3512
2008-02-04,6.3268
2008-02-05,6.4433
2008-02-06,6.4218
2008-02-07,6.5116
2008-02-08,6.4903
2008-02-11,6.5012
2008-02-12,6.4343
2008-02-13,6.4116
2008-02-14,6.3771
2008-02-15,6.3418
2008-02-18,
2008-02-19,6.3093
2008-02-20,6.3517
2008-02-21,6.2850
2008-02-22,6.2909
2008-02-25,6.2909
2008-02-26,6.2503
2008-02-27,6.1643
2008-02-28,6.1741
2008-02-29,6.1716
2008-03-03,6.1562
2008-03-04,6.1598
2008-03-05,6.1232
2008-03-06,6.1020
2008-03-07,6.1337
2008-03-10,6.1191
2008-03-11,6.1279
2008-03-12,6.0762
2008-03-13,6.0559
2008-03-14,6.0541
2008-03-17,6.0058
2008-03-18,5.9863
2008-03-19,6.0065
2008-03-20,6.1176
2008-03-21,6.0980
2008-03-24,6.1328
2008-03-25,6.0231
2008-03-26,5.9696
2008-03-27,5.9498
2008-03-28,5.9540
2008-03-31,5.9360
2008-04-01,6.0079
2008-04-02,5.9920
2008-04-03,5.9678
2008-04-04,5.9543
2008-04-07,5.9570
2008-04-08,5.9610
2008-04-09,5.9338
2008-04-10,5.9620
2008-04-11,5.9586
2008-04-14,5.9400
2008-04-15,5.9512
2008-04-16,5.8751
2008-04-17,5.9066
2008-04-18,5.9732
2008-04-21,5.8976
2008-04-22,5.8346
2008-04-23,5.8730
2008-04-24,5.9460
2008-04-25,5.9758
2008-04-28,5.9758
2008-04-29,5.9991
2008-04-30,5.9910
2008-05-01,6.0513
2008-05-02,6.0685
2008-05-05,6.0386
2008-05-06,6.0022
2008-05-07,6.0595
2008-05-08,6.0295
2008-05-09,6.0035
2008-05-12,5.9753
2008-05-13,5.9924
2008-05-14,6.0158
2008-05-15,6.0302
2008-05-16,5.9696
2008-05-19,5.9827
2008-05-20,5.9288
2008-05-21,5.9094
2008-05-22,5.9313
2008-05-23,5.8934
2008-05-26,
2008-05-27,5.9096
2008-05-28,5.9784
2008-05-29,5.9965
2008-05-30,5.9959
2008-06-02,6.0260
2008-06-03,6.0382
2008-06-04,6.0405
2008-06-05,5.9867
2008-06-06,5.9242
2008-06-09,5.9470
2008-06-10,6.0457
2008-06-11,6.0168
2008-06-12,6.0880
2008-06-13,6.0954
2008-06-16,6.0387
2008-06-17,6.0300
2008-06-18,6.0506
2008-06-19,6.0588
2008-06-20,6.0162
2008-06-23,6.0654
2008-06-24,6.0363
2008-06-25,6.0393
2008-06-26,5.9777
2008-06-27,5.9813
2008-06-30,6.0208
2008-07-01,5.9874
2008-07-02,5.9690
2008-07-03,5.9876
2008-07-04,
2008-07-07,6.0087
2008-07-08,6.0280
2008-07-09,6.0026
2008-07-10,5.9991
2008-07-11,5.9560
2008-07-14,5.9600
2008-07-15,5.9611
2008-07-16,6.0066
2008-07-17,5.9636
2008-07-18,5.9584
2008-07-21,5.9532
2008-07-22,5.9905
2008-07-23,6.0233
2008-07-24,6.0400
2008-07-25,6.0375
2008-07-28,6.0056
2008-07-29,6.0793
2008-07-30,6.0615
2008-07-31,6.0532
2008-08-01,6.0780
2008-08-04,6.0757
2008-08-05,6.1048
2008-08-06,6.1090
2008-08-07,6.1147
2008-08-08,6.2419
2008-08-11,6.2790
2008-08-12,6.2987
2008-08-13,6.2883
2008-08-14,6.3030
2008-08-15,6.3661
2008-08-18,6.3458
2008-08-19,6.3784
2008-08-20,6.3870
2008-08-21,6.2983
2008-08-22,6.3200
2008-08-25,6.3244
2008-08-26,6.3914
2008-08-27,6.4080
2008-08-28,6.4212
2008-08-29,6.4399
2008-09-01,
2008-09-02,6.5066
2008-09-03,6.5400
2008-09-04,6.5897
2008-09-05,6.6271
2008-09-08,6.7067
2008-09-09,6.7109
2008-09-10,6.7817
2008-09-11,6.8395
2008-09-12,6.7162
2008-09-15,6.7555
2008-09-16,6.7932
2008-09-17,6.8180
2008-09-18,6.6796
2008-09-19,6.6435
2008-09-22,6.5123
2008-09-23,6.5391
2008-09-24,6.6000
2008-09-25,6.5897
2008-09-26,6.6350
2008-09-29,6.7837
2008-09-30,6.9459
2008-10-01,6.9107
2008-10-02,7.0058
2008-10-03,7.0341
2008-10-06,7.2172
2008-10-07,7.0776
2008-10-08,7.0807
2008-10-09,7.0828
2008-10-10,7.1693
2008-10-13,
2008-10-14,7.1399
2008-10-15,7.3410
2008-10-16,7.4486
2008-10-17,7.3980
2008-10-20,7.4801
2008-10-21,7.6665
2008-10-22,7.8291
2008-10-23,7.7268
2008-10-24,7.8615
2008-10-27,8.0805
2008-10-28,8.0404
2008-10-29,7.6814
2008-10-30,7.7044
2008-10-31,7.7816
2008-11-03,7.7400
2008-11-04,7.5957
2008-11-05,7.6839
2008-11-06,7.8598
2008-11-07,7.8538
2008-11-10,7.8183
2008-11-11,
2008-11-12,8.0426
2008-11-13,8.0239
2008-11-14,7.8552
2008-11-17,7.9335
2008-11-18,7.9931
2008-11-19,8.1123
2008-11-20,8.2498
2008-11-21,8.4380
2008-11-24,8.0450
2008-11-25,7.8610
2008-11-26,8.0750
2008-11-27,
2008-11-28,8.1199
2008-12-01,8.2834
2008-12-02,8.1561
2008-12-03,8.1945
2008-12-04,8.1949
2008-12-05,8.4858
2008-12-08,8.0502
2008-12-09,8.1599
2008-12-10,8.1049
2008-12-11,7.9622
2008-12-12,8.0778
2008-12-15,8.0302
2008-12-16,8.0933
2008-12-17,7.6754
2008-12-18,7.6800
2008-12-19,7.8465
2008-12-22,7.8612
2008-12-23,7.9736
2008-12-24,8.0357
2008-12-25,
2008-12-26,8.0072
2008-12-29,7.7354
2008-12-30,7.7875
2008-12-31,7.8770
2009-01-01,
2009-01-02,7.7836
2009-01-05,7.9217
2009-01-06,7.8715
2009-01-07,7.7658
2009-01-08,7.8404
2009-01-09,7.9293
2009-01-12,8.0622
2009-01-13,8.2419
2009-01-14,8.3951
2009-01-15,8.3587
2009-01-16,8.2010
2009-01-19,
2009-01-20,8.3929
2009-01-21,8.3394
2009-01-22,8.2329
2009-01-23,8.2494
2009-01-26,7.9832
2009-01-27,8.0804
2009-01-28,7.9540
2009-01-29,8.1204
2009-01-30,8.3647
2009-02-02,8.3831
2009-02-03,8.2575
2009-02-04,8.2768
2009-02-05,8.2685
2009-02-06,8.1745
2009-02-09,7.9905
2009-02-10,8.1988
2009-02-11,8.3834
2009-02-12,8.4300
2009-02-13,8.3500
2009-02-16,
2009-02-17,8.8196
2009-02-18,8.7568
2009-02-19,8.7270
2009-02-20,8.8018
2009-02-23,8.7602
2009-02-24,8.9220
2009-02-25,8.9177
2009-02-26,8.9230
2009-02-27,9.0240
2009-03-02,9.1955
2009-03-03,9.2730
2009-03-04,9.0759
2009-03-05,9.2863
2009-03-06,9.2012
2009-03-09,9.1100
2009-03-10,8.8852
2009-03-11,8.7906
2009-03-12,8.7407
2009-03-13,8.6372
2009-03-16,8.4445
2009-03-17,8.5039
2009-03-18,8.3778
2009-03-19,7.9558
2009-03-20,8.1644
2009-03-23,8.0470
2009-03-24,8.0927
2009-03-25,8.0700
2009-03-26,8.0113
2009-03-27,8.1513
2009-03-30,8.3327
2009-03-31,8.2522
2009-04-01,8.2182
2009-04-02,8.0222
2009-04-03,7.9945
2009-04-06,8.0541
2009-04-07,8.1690
2009-04-08,8.2267
2009-04-09,8.3114
2009-04-10,8.2710
2009-04-13,8.1683
2009-04-14,8.1536
2009-04-15,8.3090
2009-04-16,8.3080
2009-04-17,8.4525
2009-04-20,8.6763
2009-04-21,8.5214
2009-04-22,8.4171
2009-04-23,8.3676
2009-04-24,8.0830
2009-04-27,8.1212
2009-04-28,8.2068
2009-04-29,8.0143
2009-04-30,7.9882
2009-05-01,8.0405
2009-05-04,7.9155
2009-05-05,7.9285
2009-05-06,7.9318
2009-05-07,7.8438
2009-05-08,7.7426
2009-05-11,7.7638
2009-05-12,7.8138
2009-05-13,7.8751
2009-05-14,7.8492
2009-05-15,7.8593
2009-05-18,7.7879
2009-05-19,7.6954
2009-05-20,7.5764
2009-05-21,7.5800
2009-05-22,7.4613
2009-05-25,
2009-05-26,7.5600
2009-05-27,7.6510
2009-05-28,7.7053
2009-05-29,7.6222
2009-06-01,7.3909
2009-06-02,7.5082
2009-06-03,7.6554
2009-06-04,7.6450
2009-06-05,7.7682
2009-06-08,7.8522
2009-06-09,7.7081
2009-06-10,7.6875
2009-06-11,7.6530
2009-06-12,7.6455
2009-06-15,7.8927
2009-06-16,7.8283
2009-06-17,7.9365
2009-06-18,7.8621
2009-06-19,7.8520
2009-06-22,8.0137
2009-06-23,7.9354
2009-06-24,7.8470
2009-06-25,7.9478
2009-06-26,7.7879
2009-06-29,7.7293
2009-06-30,7.7282
2009-07-01,7.5568
2009-07-02,7.7574
2009-07-03,7.7717
2009-07-06,7.8508
2009-07-07,7.8957
2009-07-08,8.0010
2009-07-09,7.8460
2009-07-10,7.9575
2009-07-13,7.8980
2009-07-14,7.8795
2009-07-15,7.7686
2009-07-16,7.8092
2009-07-17,7.8307
2009-07-20,7.7651
2009-07-21,7.6527
2009-07-22,7.6020
2009-07-23,7.4414
2009-07-24,7.4597
2009-07-27,7.4307
2009-07-28,7.4328
2009-07-29,7.5021
2009-07-30,7.4131
2009-07-31,7.2171
2009-08-03,7.0895
2009-08-04,7.1522
2009-08-05,7.1521
2009-08-06,7.1478
2009-08-07,7.1771
2009-08-10,7.2580
2009-08-11,7.3336
2009-08-12,7.1957
2009-08-13,7.1441
2009-08-14,7.1899
2009-08-17,7.2829
2009-08-18,7.2798
2009-08-19,7.1776
2009-08-20,7.1599
2009-08-21,7.0257
2009-08-24,7.0353
2009-08-25,7.0303
2009-08-26,7.1331
2009-08-27,7.1411
2009-08-28,7.0634
2009-08-31,7.1105
2009-09-01,7.2470
2009-09-02,7.2175
2009-09-03,7.2209
2009-09-04,7.1847
2009-09-07,
2009-09-08,7.0361
2009-09-09,7.0019
2009-09-10,7.0359
2009-09-11,6.9990
2009-09-14,7.0006
2009-09-15,6.9800
2009-09-16,6.8865
2009-09-17,6.8629
2009-09-18,6.8657
2009-09-21,6.9102
2009-09-22,6.8049
2009-09-23,6.8440
2009-09-24,6.8983
2009-09-25,6.9364
2009-09-28,6.9445
2009-09-29,7.0238
2009-09-30,6.9751
2009-10-01,7.0413
2009-10-02,7.0376
2009-10-05,7.0424
2009-10-06,6.9284
2009-10-07,7.0324
2009-10-08,6.9569
2009-10-09,7.0129
2009-10-12,
2009-10-13,6.9718
2009-10-14,6.9198
2009-10-15,6.9211
2009-10-16,6.9708
2009-10-19,6.9316
2009-10-20,6.9653
2009-10-21,6.8283
2009-10-22,6.8500
2009-10-23,6.7908
2009-10-26,6.8213
2009-10-27,6.9552
2009-10-28,7.0426
2009-10-29,6.9834
2009-10-30,7.0508
2009-11-02,6.9971
2009-11-03,7.1360
2009-11-04,7.0337
2009-11-05,7.0082
2009-11-06,7.0057
2009-11-09,6.8494
2009-11-10,6.8445
2009-11-11,
2009-11-12,6.8911
2009-11-13,6.8414
2009-11-16,6.7950
2009-11-17,6.8955
2009-11-18,6.8181
2009-11-19,6.8934
2009-11-20,6.9339
2009-11-23,6.8805
2009-11-24,6.9468
2009-11-25,6.8755
2009-11-26,
2009-11-27,6.9699
2009-11-30,6.9919
2009-12-01,6.9053
2009-12-02,6.8723
2009-12-03,6.8419
2009-12-04,6.9687
2009-12-07,7.0461
2009-12-08,7.1127
2009-12-09,7.1179
2009-12-10,7.0942
2009-12-11,7.1362
2009-12-14,7.1005
2009-12-15,7.1829
2009-12-16,7.1623
2009-12-17,7.3008
2009-12-18,7.2923
2009-12-21,7.2702
2009-12-22,7.3322
2009-12-23,7.2793
2009-12-24,7.2892
2009-12-25,
2009-12-28,7.2141
2009-12-29,7.2010
2009-12-30,7.1710
2009-12-31,7.1532
2010-01-01,
2010-01-04,7.0633
2010-01-05,7.0919
2010-01-06,7.0744
2010-01-07,7.1251
2010-01-08,7.1185
2010-01-11,7.0242
2010-01-12,7.0409
2010-01-13,7.0453
2010-01-14,7.0217
2010-01-15,7.0611
2010-01-18,
2010-01-19,7.0926
2010-01-20,7.1896
2010-01-21,7.2175
2010-01-22,7.2227
2010-01-25,7.2387
2010-01-26,7.3075
2010-01-27,7.2952
2010-01-28,7.2992
2010-01-29,7.3852
2010-02-01,7.2766
2010-02-02,7.2426
2010-02-03,7.2670
2010-02-04,7.3958
2010-02-05,7.4777
2010-02-08,7.4020
2010-02-09,7.3280
2010-02-10,7.3148
2010-02-11,7.2718
2010-02-12,7.2563
2010-02-15,
2010-02-16,7.1868
2010-02-17,7.2038
2010-02-18,7.2189
2010-02-19,7.2483
2010-02-22,7.2035
2010-02-23,7.2477
2010-02-24,7.2038
2010-02-25,7.2505
2010-02-26,7.1010
2010-03-01,7.2029
2010-03-02,7.1830
2010-03-03,7.1208
2010-03-04,7.1651
2010-03-05,7.1213
2010-03-08,7.1164
2010-03-09,7.1461
2010-03-10,7.1204
2010-03-11,7.1125
2010-03-12,7.0597
2010-03-15,7.1310
2010-03-16,7.0615
2010-03-17,7.0720
2010-03-18,7.1427
2010-03-19,7.1579
2010-03-22,7.2042
2010-03-23,7.1703
2010-03-24,7.2628
2010-03-25,7.2201
2010-03-26,7.2525
2010-03-29,7.2511
2010-03-30,7.2712
2010-03-31,7.2028
2010-04-01,7.1672
2010-04-02,7.1910
2010-04-05,7.1714
2010-04-06,7.2249
2010-04-07,7.2320
2010-04-08,7.2370
2010-04-09,7.2110
2010-04-12,7.1872
2010-04-13,7.1656
2010-04-14,7.1175
2010-04-15,7.1539
2010-04-16,7.1909
2010-04-19,7.1902
2010-04-20,7.1465
2010-04-21,7.1848
2010-04-22,7.2422
2010-04-23,7.1778
2010-04-26,7.1680
2010-04-27,7.2664
2010-04-28,7.3420
2010-04-29,7.2528
2010-04-30,7.2359
2010-05-03,7.2807
2010-05-04,7.3850
2010-05-05,7.4891
2010-05-06,7.6822
2010-05-07,7.6913
2010-05-10,7.4981
2010-05-11,7.5814
2010-05-12,7.5594
2010-05-13,7.6020
2010-05-14,7.7468
2010-05-17,7.8035
2010-05-18,7.7450
2010-05-19,7.8712
2010-05-20,7.9583
2010-05-21,7.7984
2010-05-24,7.8262
2010-05-25,7.9904
2010-05-26,7.9419
2010-05-27,7.8392
2010-05-28,7.7942
2010-05-31,
2010-06-01,7.8104
2010-06-02,7.8260
2010-06-03,7.8258
2010-06-04,7.9977
2010-06-07,8.0593
2010-06-08,8.0499
2010-06-09,7.9652
2010-06-10,7.8925
2010-06-11,7.9337
2010-06-14,7.8139
2010-06-15,7.7515
2010-06-16,7.7870
2010-06-17,7.7483
2010-06-18,7.7205
2010-06-21,7.6742
2010-06-22,7.7452
2010-06-23,7.7626
2010-06-24,7.7872
2010-06-25,7.7400
2010-06-28,7.7315
2010-06-29,7.7994
2010-06-30,7.7521
2010-07-01,7.7202
2010-07-02,7.6214
2010-07-05,
2010-07-06,7.5776
2010-07-07,7.6153
2010-07-08,7.5235
2010-07-09,7.4780
2010-07-12,7.5093
2010-07-13,7.4060
2010-07-14,7.3612
2010-07-15,7.3102
2010-07-16,7.3499
2010-07-19,7.3450
2010-07-20,7.3704
2010-07-21,7.3669
2010-07-22,7.3131
2010-07-23,7.3471
2010-07-26,7.2821
2010-07-27,7.2998
2010-07-28,7.2946
2010-07-29,7.2490
2010-07-30,7.1972
2010-08-02,7.0986
2010-08-03,7.0860
2010-08-04,7.1408
2010-08-05,7.1369
2010-08-06,7.0805
2010-08-09,7.0959
2010-08-10,7.1944
2010-08-11,7.3475
2010-08-12,7.3736
2010-08-13,7.4364
2010-08-16,7.3583
2010-08-17,7.3120
2010-08-18,7.3380
2010-08-19,7.3777
2010-08-20,7.4316
2010-08-23,7.4046
2010-08-24,7.4490
2010-08-25,7.4650
2010-08-26,7.4013
2010-08-27,7.3454
2010-08-30,7.3908
2010-08-31,7.3690
2010-09-01,7.2696
2010-09-02,7.2552
2010-09-03,7.2318
2010-09-06,
2010-09-07,7.3134
2010-09-08,7.2749
2010-09-09,7.2720
2010-09-10,7.2326
2010-09-13,7.1346
2010-09-14,7.0469
2010-09-15,7.0826
2010-09-16,7.0527
2010-09-17,7.0629
2010-09-20,6.9909
2010-09-21,6.9669
2010-09-22,6.8608
2010-09-23,6.8868
2010-09-24,6.8200
2010-09-27,6.8380
2010-09-28,6.7649
2010-09-29,6.7144
2010-09-30,6.7626
2010-10-01,6.7117
2010-10-04,6.7725
2010-10-05,6.7018
2010-10-06,6.6991
2010-10-07,6.6572
2010-10-08,6.6730
2010-10-11,
2010-10-12,6.6960
2010-10-13,6.6343
2010-10-14,6.5580
2010-10-15,6.6209
2010-10-18,6.6383
2010-10-19,6.7490
2010-10-20,6.6679
2010-10-21,6.6498
2010-10-22,6.6408
2010-10-25,6.5734
2010-10-26,6.7083
2010-10-27,6.7647
2010-10-28,6.7193
2010-10-29,6.7048
2010-11-01,6.6923
2010-11-02,6.6421
2010-11-03,6.6479
2010-11-04,6.5145
2010-11-05,6.5991
2010-11-08,6.6954
2010-11-09,6.6931
2010-11-10,6.7540
2010-11-11,
2010-11-12,6.8407
2010-11-15,6.8656
2010-11-16,6.9486
2010-11-17,6.9169
2010-11-18,6.8791
2010-11-19,6.8709
2010-11-22,6.8924
2010-11-23,6.9856
2010-11-24,6.9420
2010-11-25,
2010-11-26,6.9969
2010-11-29,7.0130
2010-11-30,7.0125
2010-12-01,6.9666
2010-12-02,6.9024
2010-12-03,6.8257
2010-12-06,6.8600
2010-12-07,6.8604
2010-12-08,6.8921
2010-12-09,6.9052
2010-12-10,6.8905
2010-12-13,6.8393
2010-12-14,6.8010
2010-12-15,6.8143
2010-12-16,6.8305
2010-12-17,6.8440
2010-12-20,6.8473
2010-12-21,6.8278
2010-12-22,6.8648
2010-12-23,6.8529
2010-12-24,
2010-12-27,6.8315
2010-12-28,6.8630
2010-12-29,6.8247
2010-12-30,6.7571
2010-12-31,
